종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"482690","대신밸런스제19호스팩","KOSDAQ","SPAC(소속부없음)","2145","-5","-0.23","2145","2145","2140","11792","25289087","12044175000","5615000"
"0030R0","대신밸류리츠","KOSPI",,"4480","-20","-0.44","4550","4550","4475","29641","133031647","267814400000","59780000"
"020180","대신정보통신","KOSDAQ","중견기업부","1058","9","0.86","1051","1064","1047","112998","119253276","40657792070","38428915"
"003540","대신증권","KOSPI",,"27500","200","0.73","27500","27800","27350","60501","1667692250","1396268500000","50773400"
"003547","대신증권2우B","KOSPI",,"20200","0","0.00","20200","20250","20100","11849","239014625","202000000000","10000000"
"003545","대신증권우","KOSPI",,"20900","150","0.72","20750","20950","20750","36884","769985150","543400000000","26000000"
"045390","대아티아이","KOSDAQ","우량기업부","4030","160","4.13","3900","4130","3900","921276","3734391733","284007709310","70473377"
"009190","대양금속","KOSPI",,"1324","6","0.46","1317","1334","1317","33150","43898761","57187035500","43192625"
"108380","대양전기공업","KOSDAQ","우량기업부","28400","700","2.53","27750","28900","27750","16440","468904825","271712257200","9567333"
"014160","대영포장","KOSPI",,"1079","-1","-0.09","1090","1090","1074","61557","66669868","116957718371","108394549"
"047040","대우건설","KOSPI",,"3760","0","0.00","3785","3825","3755","616226","2335106529","1562741118880","415622638"
"003090","대웅","KOSPI",,"23750","-100","-0.42","24000","24150","23550","49270","1171377175","1380872025000","58141980"
"069620","대웅제약","KOSPI",,"177200","-3400","-1.88","181900","182000","175000","22118","3920116350","2053141090000","11586575"
"007680","대원","KOSDAQ","중견기업부","4420","5","0.11","4415","4570","4375","4405","19579885","59433415080","13446474"
"000430","대원강업","KOSPI",,"3910","-20","-0.51","3995","3995","3895","19785","77429535","242420000000","62000000"
"048910","대원미디어","KOSDAQ","우량기업부","8010","10","0.13","8000","8060","7960","8357","66873125","100757357460","12578946"
"005710","대원산업","KOSDAQ","우량기업부","14510","70","0.48","14440","14650","14250","14529","210139530","290745576000","20037600"
"006340","대원전선","KOSPI",,"3950","200","5.33","3795","4045","3790","5437685","21611377699","304444950450","77074671"
"006345","대원전선우","KOSPI",,"3810","135","3.67","3720","3930","3720","99575","383161885","9986772000","2621200"
"003220","대원제약","KOSPI",,"12240","-10","-0.08","12330","12330","12220","6268","76763850","274513615920","22427583"
"024890","대원화성","KOSPI",,"713","2","0.28","711","716","708","54005","38408938","29410645376","41249152"
"002880","대유에이텍","KOSPI",,"1141","9","0.80","1132","1147","1125","60732","69192392","53369128295","46773995"
"120240","대정화금","KOSDAQ","우량기업부","13320","10","0.08","13310","13380","13280","4060","54013160","95776008120","7190391"
"003310","대주산업","KOSDAQ","우량기업부","2445","100","4.26","2380","2460","2380","1304923","3147319200","86534295750","35392350"
"114920","대주이엔티","KONEX","일반기업부","2760","275","11.07","2760","2760","2760","1","2760","9575820000","3469500"
"078600","대주전자재료","KOSDAQ","우량기업부","67600","1100","1.65","67500","68000","66600","39334","2657029100","1046488086800","15480593"
"393970","대진첨단소재","KOSDAQ","벤처기업부","4805","-235","-4.66","4940","5180","4750","574489","2816910334","71281310100","14834820"
"012800","대창","KOSPI",,"1253","29","2.37","1230","1260","1219","626478","781301826","114199045247","91140499"
"015230","대창단조","KOSPI",,"6470","-50","-0.77","6580","6580","6460","16751","108675840","184862328100","28572230"
"096350","대창솔루션","KOSDAQ","벤처기업부","2305","25","1.10","2305","2360","2300","245032","570226689","84950226410","36854762"
"140520","대창스틸","KOSDAQ","우량기업부","2245","15","0.67","2235","2250","2235","14302","32036285","47390250535","21109243"
"131220","대한과학","KOSDAQ","벤처기업부","4835","25","0.52","4825","4845","4805","9068","43760790","36042459150","7454490"
"010170","대한광통신","KOSDAQ","중견기업부","2140","-95","-4.25","2270","2315","2135","3656353","8035062776","282449312400","131985660"
"054670","대한뉴팜","KOSDAQ","우량기업부","6900","-20","-0.29","6890","6980","6890","31581","218607510","99048948000","14354920"
"001070","대한방직","KOSPI",,"6670","-20","-0.30","6730","6760","6620","5059","33835105","35351000000","5300000"
"023910","대한약품","KOSDAQ","우량기업부","30200","-100","-0.33","30500","30550","30100","4641","140152925","181200000000","6000000"
"006650","대한유화","KOSPI",,"146200","-1300","-0.88","147500","147500","143300","13966","2025705350","950300000000","6500000"
"001440","대한전선","KOSPI",,"23550","900","3.97","23100","24250","23050","2813030","66649264025","4390833915000","186447300"
"084010","대한제강","KOSPI",,"18980","310","1.66","18670","19050","18670","11334","213710110","434915255060","22914397"
"001790","대한제당","KOSPI",,"2990","5","0.17","2990","3000","2965","225439","672545261","268192774200","89696580"
"001795","대한제당우","KOSPI",,"2700","5","0.19","2690","2730","2655","113166","303411505","17503452000","6482760"
"001130","대한제분","KOSPI",,"152700","-500","-0.33","153100","153400","152100","1355","206813400","258063000000","1690000"
"439260","대한조선","KOSPI",,"74800","400","0.54","75100","75600","74200","88133","6594110750","2881768137600","38526312"
"003490","대한항공","KOSPI",,"22750","150","0.66","22800","22850","22600","1468887","33378356825","8377020037750","368220661"
"003495","대한항공우","KOSPI",,"24500","50","0.20","24500","24800","24400","1857","45520150","27214453000","1110794"
"005880","대한해운","KOSPI",,"1807","-11","-0.61","1825","1832","1803","797890","1448045395","583204443380","322747340"
"003830","대한화섬","KOSPI",,"122300","600","0.49","121300","122400","119000","43","5191700","162414400000","1328000"
"016090","대현","KOSPI",,"1766","-4","-0.23","1771","1778","1766","30500","53983686","78202559460","44282310"
"069460","대호에이엘","KOSPI",,"1468","-2","-0.14","1463","1483","1461","156400","229980790","127821625536","87071952"
"021040","대호특수강","KOSDAQ","중견기업부","1480","-117","-7.33","1756","1910","1470","5343706","8814404340","32123065520","21704774"
"021045","대호특수강우","KOSDAQ","중견기업부","3350","-465","-12.19","4100","4100","3200","151068","541062470","2842448200","848492"
"067080","대화제약","KOSDAQ","중견기업부","17930","310","1.76","18200","18220","17910","204163","3690149275","333796534500","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","9360","110","1.19","9250","9400","9220","21468","200149685","135592572960","14486386"
"032860","더라미","KOSDAQ","중견기업부","1390","-57","-3.94","1430","1478","1387","306512","435701305","56150249570","40395863"
"475560","더본코리아","KOSPI",,"25000","450","1.83","24750","25200","24750","19853","496581125","369416000000","14776640"
"192080","더블유게임즈","KOSPI",,"54700","300","0.55","54900","55000","54500","11870","649750750","1175826058200","21495906"
"393890","더블유씨피","KOSDAQ GLOBAL","기술성장기업부","6860","80","1.18","6810","6860","6750","68737","468308030","232163967840","33843144"
"299170","더블유에스아이","KOSDAQ","중견기업부","2515","50","2.03","2505","2555","2485","755812","1909964934","99611147270","39606818"
"012510","더존비즈온","KOSPI",,"84600","700","0.83","84100","84700","83100","45353","3804608700","2570383526400","30382784"
"462860","더즌","KOSDAQ","중견기업부","4110","115","2.88","4100","4340","4075","1129424","4700547185","295277652210","71843711"
"224060","더코디","KOSDAQ","투자주의환기종목(소속부없음)","2610","15","0.58","2595","2625","2595","5414","14109255","13469484420","5160722"
"302920","더콘텐츠온","KONEX","일반기업부","3300","100","3.13","3200","3300","2900","44","132000","15022784700","4552359"
"043090","더테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","380","0","0.00","0","0","0","0","0","4718944500","12418275"
"403850","더핑크퐁컴퍼니","KOSDAQ","중견기업부","26700","1550","6.16","25700","27850","25650","529111","14260470975","383171967000","14351010"
"213420","덕산네오룩스","KOSDAQ GLOBAL","우량기업부","39000","700","1.83","38650","39350","37700","82250","3186315475","968415981000","24831179"
"317330","덕산테코피아","KOSDAQ","중견기업부","18350","940","5.40","17610","18510","17500","74478","1346523280","375745316400","20476584"
"077360","덕산하이메탈","KOSDAQ","우량기업부","6300","500","8.62","5870","6350","5870","660300","4078653490","286253112600","45437002"
"004830","덕성","KOSPI",,"5060","20","0.40","5050","5080","5020","61740","312057605","79340800000","15680000"
"004835","덕성우","KOSPI",,"7500","-130","-1.70","7680","7680","7500","6047","45972730","10440000000","1392000"
"090410","덕신이피씨","KOSDAQ","우량기업부","1313","-3","-0.23","1323","1323","1305","36347","47755788","60508416735","46084095"
"263600","덕우전자","KOSDAQ","중견기업부","4495","-70","-1.53","4700","4700","4470","36193","163947976","71606743450","15930310"
"194480","데브시스터즈","KOSDAQ","벤처기업부","29950","0","0.00","30400","30400","29850","13606","408013900","363268042500","12129150"
"373160","데이원컴퍼니","KOSDAQ","기술성장기업부","5220","20","0.38","5200","5290","5200","3867","20184880","72063243180","13805219"
"263800","데이타솔루션","KOSDAQ","중견기업부","5300","110","2.12","5260","5380","5240","91816","489521755","85978614000","16222380"
"199150","데이터스트림즈","KONEX","일반기업부","2245","65","2.98","2275","2300","2130","5023","11047220","9583036185","4268613"
"206560","덱스터","KOSDAQ","기술성장기업부","4225","70","1.68","4155","4245","4155","15532","65358745","107364584600","25411736"
"261200","덴티스","KOSDAQ","우량기업부","4575","10","0.22","4565","4590","4530","8764","39910065","72329377500","15809700"
"145720","덴티움","KOSPI",,"46600","500","1.08","46150","46600","45500","16649","766617250","515807478000","11068830"
"227420","도부","KONEX","일반기업부","1210","152","14.37","1210","1210","1210","1","1210","46033857100","38044510"
"484120","도우인시스","KOSDAQ","중견기업부","26150","-1500","-5.42","27100","27150","26000","89642","2380716050","284747925300","10889022"
"067990","도이치모터스","KOSDAQ","우량기업부","4755","-5","-0.11","4775","4775","4700","43255","204711320","138758270250","29181550"
"002150","도화엔지니어링","KOSPI",,"6460","30","0.47","6510","6510","6400","16809","108274095","217831200000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","5830","-60","-1.02","5930","6000","5760","211848","1245193630","165950903360","28464992"
"100130","동국S&C","KOSDAQ","중견기업부","2125","35","1.67","2100","2125","2095","36911","77835024","121428875000","57143000"
"005160","동국산업","KOSDAQ","중견기업부","2875","0","0.00","2895","2895","2870","19474","56034720","155952885750","54244482"
"303810","동국생명과학","KOSDAQ","중견기업부","3740","-40","-1.06","3780","3820","3735","44375","167220907","119620683600","31984140"
"460850","동국씨엠","KOSPI",,"5450","-20","-0.37","5470","5470","5410","42873","232837330","162947675200","29898656"
"075970","동국알앤에스","KOSDAQ","중견기업부","2370","-10","-0.42","2380","2385","2355","23085","54837625","43608000000","18400000"
"460860","동국제강","KOSPI",,"8620","10","0.12","8630","8670","8550","36028","310308605","427621106540","49608017"
"086450","동국제약","KOSDAQ GLOBAL","우량기업부","17930","50","0.28","18040","18070","17840","61999","1110924595","810981430600","45230420"
"001230","동국홀딩스","KOSPI",,"7650","0","0.00","7640","7670","7600","23954","182873790","243273694950","31800483"
"023450","동남합성","KOSPI",,"33400","-350","-1.04","33750","33750","33050","3596","120592450","116900000000","3500000"
"004140","동방","KOSPI",,"2740","35","1.29","2705","2755","2705","166282","454399646","131442638840","47971766"
"240550","동방메디컬","KOSDAQ","벤처기업부","8650","320","3.84","9100","9130","8540","630994","5524675610","180008749000","20810260"
"099410","동방선기","KOSDAQ","벤처기업부","4785","120","2.57","4665","4925","4665","110942","537935009","66990000000","14000000"
"007590","동방아그로","KOSPI",,"6210","0","0.00","6230","6240","6190","2527","15722240","84565153170","13617577"
"005960","동부건설","KOSPI",,"5730","-90","-1.55","5790","5820","5730","21048","121126020","131484378990","22946663"
"005965","동부건설우","KOSPI",,"28000","-12000","-30.00","37000","37000","28000","41426","1217782750","6320496000","225732"
"026960","동서","KOSPI",,"28750","-250","-0.86","29100","29100","28600","49098","1412082625","2866375000000","99700000"
"002210","동성제약","KOSPI",,"973","0","0.00","0","0","0","0","0","25900780311","26619507"
"102260","동성케미컬","KOSPI",,"4480","-30","-0.67","4535","4550","4475","62763","282101770","224792023680","50176791"
"033500","동성화인텍","KOSDAQ","우량기업부","27400","-900","-3.18","28400","28400","27150","103733","2858503250","821712135600","29989494"
"025950","동신건설","KOSDAQ","우량기업부","18890","1410","8.07","17500","19200","17500","86185","1618596820","158676000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"115600","-1200","-1.03","117100","117100","113800","12553","1443485400","755611770400","6536434"
"170900","동아에스티","KOSPI",,"55200","-400","-0.72","56000","56200","54500","8138","448696850","516266335200","9352651"
"088130","동아엘텍","KOSDAQ","중견기업부","4020","20","0.50","4000","4045","4000","28170","113263277","70290962280","17485314"
"028100","동아지질","KOSPI",,"17330","300","1.76","17190","17590","16970","20218","348428340","232040069660","13389502"
"041930","동아화성","KOSDAQ","우량기업부","6550","220","3.48","6390","6610","6350","26715","173563130","103490000000","15800000"
"001520","동양","KOSPI",,"850","-13","-1.51","857","867","841","4338624","3689437552","202881453550","238684063"
"001527","동양2우B","KOSPI",,"9250","-750","-7.50","9400","9400","9010","45712","420117620","2854263250","308569"
"084670","동양고속","KOSPI",,"83000","-11700","-12.35","91500","94600","77100","1388797","117200286300","240332227000","2895569"
"082640","동양생명","KOSPI",,"6710","-20","-0.30","6730","6770","6680","77516","521105375","1082716105350","161358585"
"060380","동양에스텍","KOSDAQ","우량기업부","1558","-1","-0.06","1560","1570","1552","25217","39438295","30692600000","19700000"
"001525","동양우","KOSPI",,"6350","-660","-9.42","6370","6690","5960","74904","466803860","3922591850","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","25950","200","0.78","25800","26100","25650","12533","324192550","203967000000","7860000"
"228340","동양파일","KOSDAQ","중견기업부","1927","27","1.42","1930","1930","1896","39237","75113057","38540000000","20000000"
"088910","동우팜투테이블","KOSDAQ","우량기업부","2120","10","0.47","2110","2125","2110","6610","14001610","54763339680","25831764"
"094170","동운아나텍","KOSDAQ","우량기업부","27300","-500","-1.80","27850","28100","27250","120342","3314522725","570841252800","20909936"
"013120","동원개발","KOSDAQ","우량기업부","2815","-45","-1.57","2855","2920","2790","118951","335891305","255624801500","90808100"
"018500","동원금속","KOSPI",,"1375","11","0.81","1376","1385","1368","163973","225950960","64288032875","46754933"
"006040","동원산업","KOSPI",,"43500","-1400","-3.12","44350","44500","43450","66881","2925748500","1920437391000","44147986"
"030720","동원수산","KOSPI",,"6140","40","0.66","6130","6160","6080","23366","143014820","28574362700","4653805"
"014820","동원시스템즈","KOSPI",,"26650","250","0.95","26600","26800","26300","4487","119124825","772617665300","28991282"
"014825","동원시스템즈우","KOSPI",,"18650","-250","-1.32","19340","19340","18650","104","1948330","4925670150","264111"
"111380","동인기연","KOSPI",,"13900","-150","-1.07","14050","14050","13820","1799","25026780","85179200000","6128000"
"163560","동일고무벨트","KOSPI",,"6900","10","0.15","6860","6940","6840","16803","115869300","95910000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","7950","40","0.51","8040","8040","7880","232","1848500","72345000000","9100000"
"032960","동일기연","KOSDAQ","중견기업부","16740","-210","-1.24","16980","17040","16600","35830","601231820","68945280300","4118595"
"004890","동일산업","KOSPI",,"39100","-50","-0.13","39200","39250","39050","279","10942000","94825906500","2425215"
"023790","동일스틸럭스","KOSDAQ","중견기업부","1519","-14","-0.91","1550","1579","1510","115523","177660732","39706078223","26139617"
"002690","동일제강","KOSPI",,"1623","-9","-0.55","1648","1648","1623","6627","10785165","32947484280","20300360"
"005290","동진쎄미켐","KOSDAQ","우량기업부","37950","900","2.43","37900","38200","37450","274131","10380438600","1951180047300","51414494"
"025900","동화기업","KOSDAQ GLOBAL","중견기업부","8960","60","0.67","8960","9140","8890","24806","221890500","452993273600","50557285"
"000020","동화약품","KOSPI",,"6410","20","0.31","6390","6430","6370","26874","171790980","179040722700","27931470"
"000150","두산","KOSPI",,"789000","29000","3.82","785000","799000","785000","65774","52165602000","12776935815000","16193835"
"000157","두산2우B","KOSPI",,"434500","11000","2.60","440000","440500","431000","304","132964500","388025011000","893038"
"454910","두산로보틱스","KOSPI",,"82800","3400","4.28","80700","83000","79800","268924","21964957000","5367094344000","64819980"
"241560","두산밥캣","KOSPI",,"59600","-300","-0.50","60800","60800","59200","78543","4678396250","5713021474000","95856065"
"034020","두산에너빌리티","KOSPI",,"78200","800","1.03","79400","80100","78200","2844385","225089015650","50091881617200","640561146"
"000155","두산우","KOSPI",,"501000","6500","1.31","495000","513000","495000","9711","4905027000","2002227462000","3996462"
"131970","두산테스나","KOSDAQ GLOBAL","우량기업부","45250","2550","5.97","43950","45500","43700","132590","5939884625","874557519500","19327238"
"336260","두산퓨얼셀","KOSPI",,"30800","700","2.33","30600","31000","30200","170268","5229622275","2017206760800","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"7440","100","1.36","7370","7470","7320","10265","76237570","99429648000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"10750","0","0.00","10760","10820","10650","2524","26921640","32102725000","2986300"
"016740","두올","KOSPI",,"3825","15","0.39","3785","3865","3785","37700","144526872","109678141800","28674024"
"073190","듀오백","KOSDAQ","중견기업부","1641","-9","-0.55","1659","1667","1631","6658","10954326","19639553640","11968040"
"176750","듀켐바이오","KOSDAQ","기술성장기업부","9630","-390","-3.89","9700","9760","9490","219703","2109921265","274023768600","28455220"
"030350","드래곤플라이","KOSDAQ","관리종목(소속부없음)","973","0","0.00","0","0","0","0","0","13503093562","13877794"
"203650","드림시큐리티","KOSDAQ","중견기업부","1639","21","1.30","1620","1664","1620","322668","532341921","156742231316","95632844"
"223250","드림씨아이에스","KOSDAQ","중견기업부","7720","130","1.71","7590","7880","7510","1668411","12803764095","183730781280","23799324"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","1573","0","0.00","1573","1598","1567","13552","21422980","116561774329","74101573"
"362990","드림인사이트","KOSDAQ","벤처기업부","1919","1","0.05","1918","1930","1859","31752","59973863","32240301506","16800574"
"192650","드림텍","KOSPI",,"7110","140","2.01","7040","7140","7000","70582","499167575","489808191510","68890041"
"016670","디모아","KOSDAQ","중견기업부","4485","-15","-0.33","4475","4515","4475","1749","7861605","34060139490","7594234"
"187870","디바이스","KOSDAQ","우량기업부","14410","220","1.55","14090","14590","14090","31616","455232360","101397535690","7036609"
"489730","디비금융제13호스팩","KOSDAQ","SPAC(소속부없음)","2025","0","0.00","2010","2025","2010","1388","2804950","12822300000","6332000"
"0004Y0","디비금융제14호스팩","KOSDAQ","SPAC(소속부없음)","2000","-10","-0.50","2000","2010","2000","1330","2660165","10630000000","5315000"
"024090","디씨엠","KOSPI",,"13000","-130","-0.99","13090","13090","12890","4774","62048770","148200000000","11400000"
"003160","디아이","KOSPI",,"21350","1420","7.12","20200","21400","20200","331392","6930923625","604205000000","28300000"
"092200","디아이씨","KOSPI",,"12350","530","4.48","12000","12570","11950","1539563","18899855210","480273827150","38888569"
"110990","디아이티","KOSDAQ","우량기업부","14720","760","5.44","14030","14740","14030","83442","1212196850","278208000000","18900000"
"263690","디알젬","KOSDAQ","우량기업부","5600","-30","-0.53","5640","5690","5570","13906","77985730","63423416000","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","2135","-65","-2.95","2205","2225","2130","625405","1351810020","163242206750","76460050"
"347850","디앤디파마텍","KOSDAQ","기술성장기업부","91000","-1300","-1.41","94000","94100","90400","681578","62581827600","3961724130000","43535430"
"377190","디앤디플랫폼리츠","KOSPI",,"3395","-20","-0.59","3430","3430","3390","60402","205609120","300118000000","88400000"
"263720","디앤씨미디어","KOSDAQ","벤처기업부","12500","150","1.21","12500","12640","12350","9486","118661125","155157387500","12412591"
"376300","디어유","KOSDAQ","우량기업부","38000","800","2.15","37450","38450","36600","164369","6168144325","902059428000","23738406"
"109740","디에스케이","KOSDAQ","벤처기업부","7280","60","0.83","7170","7410","7170","13975","101588740","187171639200","25710390"
"031860","디에이치엑스컴퍼니","KOSDAQ","투자주의환기종목(소속부없음)","653","2","0.31","650","668","635","110052","71902621","12397481219","18985423"
"196490","디에이테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","203","0","0.00","0","0","0","0","0","36245520080","178549360"
"066900","디에이피","KOSDAQ","중견기업부","2000","4","0.20","1997","2015","1957","7594","15010222","45489006000","22744503"
"092070","디엔에프","KOSDAQ","우량기업부","14195","745","5.54","13450","14440","13450","56953","802869510","164262524310","11571858"
"039840","디오","KOSDAQ","중견기업부","16680","-120","-0.71","16880","16880","16640","11529","192804700","239776451160","14375087"
"013570","디와이","KOSPI",,"4775","160","3.47","4620","4790","4560","149776","705665606","125676247575","26319633"
"024900","디와이덕양","KOSPI",,"2195","45","2.09","2285","2285","2175","15096","33272072","71480131100","32564980"
"219550","디와이디","KOSDAQ","관리종목(소속부없음)","936","-2","-0.21","940","948","863","104853","96702222","29275880400","31277650"
"310870","디와이씨","KOSDAQ","벤처기업부","1346","29","2.20","1317","1377","1317","34304","46069256","27845066766","20687271"
"210540","디와이파워","KOSPI",,"13900","250","1.83","13650","14050","13650","34283","474846670","153479741200","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","14130","290","2.10","13900","14250","13900","12986","183300915","148620767130","10518101"
"079810","디이엔티","KOSDAQ","우량기업부","5250","10","0.19","5250","5280","5195","32984","172581760","115647493500","22028094"
"113810","디젠스","KOSDAQ","중견기업부","809","1","0.12","808","815","804","63791","51517056","26396093259","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","2272","-3","-0.13","2275","2280","2255","3000","6808337","20448000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","2225","-10","-0.45","2235","2245","2205","17232","38360967","28954267650","13013154"
"068930","디지털대성","KOSDAQ","우량기업부","7740","-130","-1.65","7900","7900","7700","39413","306747315","214207147080","27675342"
"033130","디지틀조선","KOSDAQ","중견기업부","1702","33","1.98","1699","1726","1670","387279","661010264","63170184434","37115267"
"105740","디케이락","KOSDAQ","우량기업부","10070","150","1.51","10050","10190","10000","115067","1162813100","102396925910","10168513"
"263020","디케이앤디","KOSDAQ","벤처기업부","3160","20","0.64","3170","3170","3140","21649","68217120","43722221360","13836146"
"290550","디케이티","KOSDAQ","우량기업부","7100","80","1.14","7150","7150","6950","23532","166422580","142008733000","20001230"
"066670","디티씨","KOSDAQ","중견기업부","3495","50","1.45","3445","3555","3420","86069","301506735","65328253410","18691918"
"187220","디티앤씨","KOSDAQ","중견기업부","2525","40","1.61","2545","2545","2495","27383","68781500","29537503025","11698021"
"383930","디티앤씨알오","KOSDAQ","중견기업부","2830","-455","-13.85","3290","3305","2635","419259","1217346901","36179082240","12784128"
"131180","딜리","KOSDAQ","벤처기업부","989","8","0.82","1000","1004","989","33597","33414710","29027150000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","3600","125","3.60","3540","3625","3530","86826","311087619","81132436800","22536788"
"317120","라닉스","KOSDAQ","기술성장기업부","1897","0","0.00","1897","1918","1877","33910","64398493","28948220000","15260000"
"462510","라메디텍","KOSDAQ","기술성장기업부","6760","10","0.15","6750","6800","6680","31034","208895620","59508043400","8802965"
"042510","라온시큐어","KOSDAQ","벤처기업부","9530","310","3.36","9210","9570","9210","49361","465183820","106785308220","11205174"
"232680","라온테크","KOSDAQ","기술성장기업부","10410","1110","11.94","9480","10600","9360","387251","3892986830","130481375940","12534234"
"418420","라온텍","KOSDAQ","기술성장기업부","4345","135","3.21","4225","4415","4225","33997","147962966","132432593260","30479308"
"300120","라온피플","KOSDAQ","벤처기업부","2045","-15","-0.73","2070","2105","2005","69167","141559200","42658724540","20860012"
"171120","라이온켐텍","KOSDAQ","중견기업부","2245","-5","-0.22","2260","2260","2240","9021","20276980","80599451200","35901760"
"388790","라이콤","KOSDAQ","벤처기업부","2620","55","2.14","2590","2745","2565","155962","409599121","80196620140","30609397"
"214260","라파스","KOSDAQ","기술성장기업부","12980","-180","-1.37","13110","13290","12920","19539","254908160","115813569740","8922463"
"403360","라피치","KONEX","일반기업부","7600","0","0.00","0","0","0","0","0","26905741200","3449454"
"171010","램테크놀러지","KOSDAQ","벤처기업부","4110","60","1.48","4130","4165","4065","31226","129112170","58767870720","14298752"
"084650","랩지노믹스","KOSDAQ","우량기업부","1909","29","1.54","1881","1923","1876","240072","457060362","141724140910","74239990"
"217500","러셀","KOSDAQ","벤처기업부","2025","82","4.22","1943","2065","1943","142751","289164002","64419300000","31812000"
"092590","럭스피아","KONEX","일반기업부","579","48","9.04","579","579","579","1","579","4221545742","7291098"
"038390","레드캡투어","KOSDAQ","우량기업부","12010","20","0.17","12020","12100","11980","38798","467025295","200817072220","16720822"
"294140","레몬","KOSDAQ","중견기업부","5010","-30","-0.60","5040","5210","4975","56263","285286980","112298238180","22414818"
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부","11450","-190","-1.63","11770","11800","11400","6962","80517930","127393387000","11126060"
"228670","레이","KOSDAQ","벤처기업부","6750","-250","-3.57","7200","7200","6670","146798","996799475","105313837500","15602050"
"228850","레이언스","KOSDAQ","우량기업부","5200","50","0.97","5130","5240","5130","11444","59322150","86273272800","16591014"
"412350","레이저쎌","KOSDAQ","기술성장기업부","1902","-10","-0.52","1912","1929","1866","81635","155101962","16598700744","8726972"
"199550","레이저옵텍","KOSDAQ","벤처기업부","6040","-20","-0.33","6020","6130","5980","21433","129592130","74085377640","12265791"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","15230","1190","8.48","14250","15400","14150","443998","6671148960","1001076246040","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","465500","15000","3.33","451500","469000","447000","112026","51616416000","9030633899000","19399858"
"215100","로보로보","KOSDAQ","벤처기업부","7920","540","7.32","7530","8140","7450","702261","5554744215","161159755680","20348454"
"090360","로보스타","KOSDAQ","중견기업부","76100","2400","3.26","75300","78000","73200","285627","21704137450","741975000000","9750000"
"238500","로보쓰리에이아이","KONEX","일반기업부","190","0","0.00","0","0","0","0","0","7983469780","42018262"
"108490","로보티즈","KOSDAQ","기술성장기업부","282500","2000","0.71","282000","288000","273500","393302","110874742500","4116049860000","14570088"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","1569","0","0.00","1569","1570","1569","214027","335818521","72220608714","46029706"
"033290","로젠","KOSDAQ","중견기업부","2215","30","1.37","2190","2235","2190","21681","48152685","124386206715","56156301"
"223220","로지스몬","KONEX","일반기업부","2225","-390","-14.91","2615","2615","2225","347","829015","2261521150","1016414"
"067730","로지시스","KOSDAQ","중견기업부","2720","0","0.00","2735","2755","2710","18394","50150130","26313067840","9673922"
"071280","로체시스템즈","KOSDAQ","우량기업부","9080","130","1.45","9050","9170","8950","23623","214423660","138893155240","15296603"
"376900","로킷헬스케어","KOSDAQ","기술성장기업부","61300","-5700","-8.51","67000","68100","60900","878664","55818573650","960049275700","15661489"
"214610","롤링스톤","KOSDAQ","투자주의환기종목(소속부없음)","4255","-95","-2.18","4350","4355","4230","4383","18817910","35671035110","8383322"
"032350","롯데관광개발","KOSPI",,"23200","200","0.87","23000","23250","22650","313442","7186366925","1845316028800","79539484"
"089860","롯데렌탈","KOSPI",,"32050","-150","-0.47","32000","32200","31600","16791","536317175","1163715885400","36309388"
"330590","롯데리츠","KOSPI",,"3950","-30","-0.75","3955","4030","3935","145887","577979331","1141427091800","288968884"
"000400","롯데손해보험","KOSPI",,"1764","-8","-0.45","1766","1785","1760","174363","308576192","547433268480","310336320"
"023530","롯데쇼핑","KOSPI",,"74300","0","0.00","74900","75000","73800","12323","914510950","2101854496500","28288755"
"020150","롯데에너지머티리얼즈","KOSPI",,"32200","600","1.90","32450","32600","31800","117116","3780100200","1686167908600","52365463"
"280360","롯데웰푸드","KOSPI",,"119400","-400","-0.33","120600","120700","119100","2236","267587750","1110966135600","9304574"
"286940","롯데이노베이트","KOSPI",,"20200","0","0.00","20050","20350","20050","3821","77345400","305613213400","15129367"
"004000","롯데정밀화학","KOSPI",,"46850","50","0.11","47200","47200","46500","14053","658115950","1208730000000","25800000"
"004990","롯데지주","KOSPI",,"27900","0","0.00","28150","28200","27850","59765","1672388150","2926967712300","104909237"
